X;Y;osm_id;name;type;type_fr;statut;ref_uai;wikidata;com_insee;com_nom
4.82873830128418;45.7680815907476;way/84629768;Horizon Santé;college;;private;;;"69123";Lyon
4.83150700503571;45.7683611201466;way/84646629;Lycée La Martinière Diderot - Site Terreaux - La Centrale;school;lycée;public;0690037R;;"69123";Lyon
4.80055203754854;45.7863476428797;way/850858605;Groupe scolaire Les Dalhias;school;;;;;"69123";Lyon
4.81952795782085;45.7438247010508;way/850927755;Groupe scolaire Germaine Tillion;school;primaire;public;0694169G;;"69123";Lyon
4.8310871262139;45.7706258803401;way/852053604;École primaire des Tables Claudiennes;school;primaire;public;0693827K;;"69123";Lyon
4.83317155373395;45.7728966656624;way/87140865;École maternelle Raoul Dufy;school;maternelle;public;0693202F;;"69123";Lyon
4.82436018640279;45.8007320665426;way/881740162;École maternelle publique Frédéric Mistral;school;maternelle;public;0693097S;;"69123";Lyon
4.82373161005933;45.8013161296337;way/881740163;École élémentaire Frédéric Mistral;school;élémentaire;public;0690414A;;"69123";Lyon
4.82699529263754;45.8004010393973;way/882092728;École primaire d'application Les Grillons;school;primaire;public;0690413Z;;"69123";Lyon
4.85673613554861;45.747290564995;way/892089107;École maternelle publique Crestin;school;maternelle;public;0694238G;;"69123";Lyon
4.83357654680832;45.7416330679984;way/900878508;Groupe scolaire Françoise Héritier;school;;public;;;"69123";Lyon
4.81256836807354;45.7762794648271;way/90303861;Collège privé les Chartreux - Saint-Charles;school;collège;private;0692934P;;"69123";Lyon
4.8114648693639;45.775622997794;way/90304028;École primaire publique des Entrepôts;school;primaire;public;0693759L;;"69123";Lyon
4.86211831115745;45.7401995329901;way/907303561;École maternelle publique Simone Veil;school;maternelle;;;;"69123";Lyon
4.8021662541793;45.7699147353269;way/914436748;École primaire Joannes Masset;school;primaire;public;0694298X;;"69123";Lyon
4.80827264465963;45.7711033480054;way/914454397;École élémentaire du Chapeau Rouge;school;primaire;public;0690410W;;"69123";Lyon
4.8083807425231;45.771591986586;way/914454403;École maternelle Chapeau Rouge;school;maternelle;public;0691157H;;"69123";Lyon
4.86432046563977;45.7271540103645;way/915912845;École primaire Alain Fournier;school;primaire;public;"0693557S;0694213E";;"69123";Lyon
4.82866382457706;45.7717867154676;way/926303377;Lycée privé Jean-Baptiste de La Salle;school;lycée;private;0690671E;;"69123";Lyon
4.82365273501608;45.7715142125817;way/926319504;Lycée général et technologique privé Saint-Bruno-Saint-Louis;school;lycée;private;0690563M;;"69123";Lyon
4.86867305377034;45.745087011133;way/941967044;Lycée professionnel du Premier Film;school;lycée professionnel;public;0690092A;;"69123";Lyon
4.8267401487536;45.7298822469055;way/95144113;École Normale Supérieure de Lyon - Site Jacques Monod;university;;;;;"69123";Lyon
4.82242125854053;45.7324511320033;way/952963041;Lycée Docteur Charles Mérieux;school;lycée;public;0694405n;;"69123";Lyon
4.83534286474749;45.7415190848734;way/978430557;Collège Gisèle Halimi;school;collège;public;0694453R;;"69123";Lyon
4.85782409952964;45.7312591561716;way/989041867;groupe scolaire Anne Sylvestre;school;;public;;;"69123";Lyon
4.82640635973063;45.7466040105912;way/99685363;Université Catholique de Lyon - Campus Saint-Paul;university;;;;Q8618;"69123";Lyon
