,name,link,line,city
0,Hôtel de Ville – Louis-Pradel,"https://maps.google.fr/?q=45.767785,4.836012",C,lyon
1,Croix-Paquet,"https://maps.google.fr/?q=45.770868,4.836323",C,lyon
2,Croix-Rousse,"https://maps.google.fr/?q=45.774371,4.831983",C,lyon
3,Hénon,"https://maps.google.fr/?q=45.779586,4.827493",C,lyon
4,Cuire,"https://maps.google.fr/?q=45.785407,4.832869",C,lyon
