,name,link,line,city
0,Gare Part-Dieu – Villette,"http://maps.google.fr/?q=45.760128,4.861917",T3,lyon
1,Dauphiné – Lacassagne,"http://maps.google.fr/?q=45.752938,4.868751",T3,lyon
2,Reconnaissance – Balzac,"http://maps.google.fr/?q=45.754503,4.885038",T3,lyon
